Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,TXN_Prefix,TXN_Number
Txn_9365447,Not Provided,2,1.5,3,Cash,Not Provided,2023-12-10,TXN,9365447
Txn_7701878,Smoothie,4,4,16,Credit Card,In-Store,2023-08-11,TXN,7701878
Txn_7677817,Not Provided,3,2,2,Credit Card,Not Provided,2023-01-17,TXN,7677817
Txn_9983530,Smoothie,3,4,12,Not Provided,Not Provided,2023-01-04,TXN,9983530
Txn_4755934,Tea,2,1.5,3,Cash,Not Provided,2023-12-29,TXN,4755934
Txn_2931198,Cake,2,3,6,Credit Card,In-Store,2023-04-21,TXN,2931198
Txn_7426387,Smoothie,5,4,20,Cash,Not Provided,2023-10-30,TXN,7426387
Txn_3182547,Juice,3,3,9,Digital Wallet,Takeaway,2023-07-28,TXN,3182547
Txn_6980463,Salad,1,5,5,Digital Wallet,In-Store,2023-09-03,TXN,6980463
Txn_6708165,Juice,5,3,15,Not Provided,In-Store,2023-10-19,TXN,6708165
Txn_4310629,Cake,3,3,9,Credit Card,Takeaway,2023-10-02,TXN,4310629
Txn_4650611,Coffee,1,2,2,Credit Card,Not Provided,2023-10-14,TXN,4650611
Txn_7952232,Tea,4,1.5,6,Cash,Not Provided,2023-03-31,TXN,7952232
Txn_1593691,Sandwich,2,4,8,Not Provided,Not Provided,2023-03-11,TXN,1593691
Txn_9432007,Cookie,4,1,4,Not Provided,Not Provided,Date Not Recorded,TXN,9432007
Txn_3781198,Cake,3,3,9,Digital Wallet,In-Store,2023-11-04,TXN,3781198
Txn_3585464,Cookie,3,1,3,Not Provided,Takeaway,2023-09-12,TXN,3585464
Txn_8286164,Smoothie,1,4,,Not Provided,In-Store,2023-03-08,TXN,8286164
Txn_8851113,Tea,3,1.5,4.5,Digital Wallet,Not Provided,2023-12-23,TXN,8851113
Txn_9131136,Juice,2,3,6,Credit Card,Not Provided,2023-03-20,TXN,9131136
Txn_8872160,Salad,5,5,25,Digital Wallet,Not Provided,Date Not Recorded,TXN,8872160
Txn_1449065,Salad,2,5,10,Cash,Not Provided,2023-10-03,TXN,1449065
Txn_1230311,Juice,3,3,9,Digital Wallet,Not Provided,2023-08-14,TXN,1230311
Txn_2325484,Salad,1,5,5,Digital Wallet,Takeaway,2023-08-16,TXN,2325484
Txn_2647425,Juice,4,3,12,Credit Card,Not Provided,2023-07-30,TXN,2647425
Txn_5525916,Coffee,2,2,4,Cash,Takeaway,2023-03-02,TXN,5525916
Txn_4297979,Coffee,1,2,2,Digital Wallet,In-Store,2023-08-14,TXN,4297979
Txn_1686323,Smoothie,4,4,16,Digital Wallet,In-Store,2023-11-30,TXN,1686323
Txn_5373154,Cake,3,3,9,Digital Wallet,Not Provided,2023-04-06,TXN,5373154
Txn_6225571,Smoothie,2,4,8,Credit Card,Takeaway,2023-09-13,TXN,6225571
Txn_9772556,Coffee,5,2,10,Not Provided,Not Provided,2023-10-20,TXN,9772556
Txn_3033598,Sandwich,5,4,,Cash,Takeaway,2023-03-12,TXN,3033598
Txn_4382956,Not Provided,4,1.5,6,Credit Card,Not Provided,2023-11-16,TXN,4382956
Txn_8117583,Salad,1,5,5,Cash,In-Store,2023-02-25,TXN,8117583
Txn_1101527,Smoothie,3,4,20,Digital Wallet,Not Provided,2023-04-20,TXN,1101527
Txn_2118759,Coffee,2,2,4,Digital Wallet,Not Provided,2023-08-07,TXN,2118759
Txn_7603948,Cake,3,3,9,Credit Card,Not Provided,2023-01-28,TXN,7603948
Txn_5519424,Tea,2,1.5,3,Digital Wallet,Not Provided,2023-09-23,TXN,5519424
Txn_3483911,Salad,1,5,5,Digital Wallet,Takeaway,2023-07-10,TXN,3483911
Txn_5447967,Smoothie,2,4,8,Credit Card,Not Provided,2023-06-06,TXN,5447967
Txn_2893987,Cake,4,3,12,Not Provided,Takeaway,2023-05-31,TXN,2893987
Txn_5120215,Coffee,2,2,4,Digital Wallet,Not Provided,2023-10-29,TXN,5120215
Txn_4417257,Salad,5,5,25,Digital Wallet,Takeaway,2023-05-06,TXN,4417257
Txn_2871592,Cookie,4,1,4,Cash,In-Store,2023-08-07,TXN,2871592
Txn_8283199,Juice,3,3,9,Digital Wallet,Takeaway,2023-01-23,TXN,8283199
Txn_1571874,Cake,1,3,3,Digital Wallet,Not Provided,2023-07-10,TXN,1571874
Txn_8059782,Cake,5,3,15,Not Provided,Takeaway,Date Not Recorded,TXN,8059782
Txn_6534833,Salad,4,5,,Digital Wallet,In-Store,2023-12-14,TXN,6534833
Txn_6027500,Smoothie,4,4,16,Not Provided,Not Provided,2023-09-22,TXN,6027500
Txn_7029944,Cookie,2,1,2,Cash,Takeaway,2023-04-17,TXN,7029944
Txn_3075169,Sandwich,3,4,8,Credit Card,In-Store,2023-06-25,TXN,3075169
Txn_9791421,Sandwich,1,4,4,Cash,Takeaway,2023-07-15,TXN,9791421
Txn_6359031,Coffee,1,2,2,Not Provided,Not Provided,2023-02-28,TXN,6359031
Txn_8236432,Salad,1,5,5,Not Provided,Not Provided,2023-12-04,TXN,8236432
Txn_7359566,Coffee,1,2,2,Cash,In-Store,2023-04-06,TXN,7359566
Txn_4813580,Sandwich,3,4,12,Digital Wallet,Takeaway,2023-04-15,TXN,4813580
Txn_9940829,Smoothie,3,4,12,Not Provided,In-Store,2023-04-04,TXN,9940829
Txn_4583957,Cookie,2,1,2,Credit Card,Takeaway,2023-10-08,TXN,4583957
Txn_8187222,Coffee,4,2,8,Credit Card,Not Provided,2023-03-08,TXN,8187222
Txn_1298084,Not Provided,2,1.5,3,Credit Card,Takeaway,2023-01-02,TXN,1298084
Txn_4403699,Not Provided,1,1,1,Credit Card,Not Provided,2023-08-19,TXN,4403699
Txn_5639908,Tea,3,1.5,4.5,Not Provided,In-Store,Date Not Recorded,TXN,5639908
Txn_9005782,Tea,4,1.5,,Not Provided,In-Store,2023-06-18,TXN,9005782
Txn_5083311,Sandwich,4,4,16,Digital Wallet,Not Provided,2023-04-30,TXN,5083311
Txn_4325098,Not Provided,5,3,15,Not Provided,Takeaway,Date Not Recorded,TXN,4325098
Txn_8847610,Juice,3,3,9,Digital Wallet,Takeaway,2023-12-06,TXN,8847610
Txn_9817102,Coffee,3,2,6,Credit Card,In-Store,2023-02-22,TXN,9817102
Txn_5566774,Tea,3,1.5,4.5,Not Provided,In-Store,2023-03-29,TXN,5566774
Txn_5555790,Tea,5,1.5,7.5,Credit Card,In-Store,2023-02-19,TXN,5555790
Txn_3575713,Not Provided,3,1.5,1.5,Cash,Takeaway,2023-02-18,TXN,3575713
Txn_5811955,Salad,2,5,10,Credit Card,Takeaway,2023-06-29,TXN,5811955
Txn_3737378,Smoothie,1,4,4,Cash,Not Provided,Date Not Recorded,TXN,3737378
Txn_5406762,Salad,4,5,20,Credit Card,Not Provided,2023-09-12,TXN,5406762
Txn_3039985,Cookie,5,1,5,Digital Wallet,In-Store,2023-04-08,TXN,3039985
Txn_1424056,Smoothie,1,4,4,Cash,Not Provided,2023-07-31,TXN,1424056
Txn_1193221,Tea,3,1.5,4.5,Credit Card,In-Store,2023-10-21,TXN,1193221
Txn_8610501,Sandwich,5,4,20,Cash,Not Provided,2023-09-29,TXN,8610501
Txn_9587445,Coffee,4,2,8,Not Provided,In-Store,2023-08-24,TXN,9587445
Txn_3694901,Cookie,2,1,2,Not Provided,In-Store,2023-08-16,TXN,3694901
Txn_5749454,Juice,3,3,12,Digital Wallet,Takeaway,2023-12-04,TXN,5749454
Txn_8356048,Not Provided,5,4,20,Cash,Takeaway,2023-06-05,TXN,8356048
Txn_3480278,Smoothie,4,4,16,Digital Wallet,In-Store,2023-12-26,TXN,3480278
Txn_9252414,Tea,1,1.5,1.5,Not Provided,In-Store,2023-11-13,TXN,9252414
Txn_3010103,Not Provided,5,4,20,Not Provided,Not Provided,2023-02-14,TXN,3010103
Txn_6699408,Cookie,5,1,5,Cash,Takeaway,2023-12-22,TXN,6699408
Txn_6400351,Juice,2,3,6,Digital Wallet,Takeaway,2023-08-11,TXN,6400351
Txn_1559512,Juice,5,3,15,Credit Card,Not Provided,2023-11-28,TXN,1559512
Txn_6091543,Coffee,3,2,,Not Provided,In-Store,2023-07-04,TXN,6091543
Txn_2842641,Cake,1,3,3,Not Provided,In-Store,2023-06-11,TXN,2842641
Txn_8875043,Salad,4,5,20,Digital Wallet,Not Provided,2023-02-21,TXN,8875043
Txn_8212783,Salad,3,5,15,Credit Card,In-Store,2023-03-30,TXN,8212783
Txn_2653400,Smoothie,1,4,4,Cash,Not Provided,Date Not Recorded,TXN,2653400
Txn_7343062,Sandwich,5,4,20,Digital Wallet,In-Store,2023-08-11,TXN,7343062
Txn_2535099,Sandwich,5,4,20,Credit Card,In-Store,2023-02-10,TXN,2535099
Txn_2951148,Sandwich,4,4,16,Cash,In-Store,2023-02-21,TXN,2951148
Txn_1294101,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-03-31,TXN,1294101
Txn_5579227,Smoothie,3,4,16,Digital Wallet,Not Provided,2023-06-22,TXN,5579227
Txn_8534360,Juice,5,3,15,Not Provided,Not Provided,2023-02-15,TXN,8534360
Txn_4336247,Coffee,5,2,10,Digital Wallet,Takeaway,2023-03-03,TXN,4336247
Txn_7101384,Coffee,1,2,2,Not Provided,Not Provided,2023-04-23,TXN,7101384
Txn_1356599,Cookie,2,1,2,Cash,Takeaway,2023-12-14,TXN,1356599
Txn_4568452,Cookie,3,1,3,Digital Wallet,In-Store,2023-01-14,TXN,4568452
Txn_5036856,Coffee,5,2,10,Cash,In-Store,2023-03-27,TXN,5036856
Txn_6927392,Salad,3,5,15,Digital Wallet,In-Store,Date Not Recorded,TXN,6927392
Txn_5167925,Juice,1,3,3,Not Provided,Not Provided,2023-09-11,TXN,5167925
Txn_1345440,Salad,5,5,25,Cash,Not Provided,2023-06-20,TXN,1345440
Txn_8043218,Salad,2,5,10,Cash,In-Store,2023-10-23,TXN,8043218
Txn_4026277,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-08-27,TXN,4026277
Txn_4991731,Tea,3,1.5,1.5,Digital Wallet,Takeaway,2023-11-07,TXN,4991731
Txn_6196052,Smoothie,5,4,,Cash,Takeaway,2023-04-07,TXN,6196052
Txn_9563024,Cookie,3,1,3,Digital Wallet,In-Store,2023-09-27,TXN,9563024
Txn_8326905,Coffee,5,2,10,Not Provided,Takeaway,2023-03-10,TXN,8326905
Txn_3474333,Not Provided,3,3,9,Credit Card,Takeaway,2023-01-13,TXN,3474333
Txn_9918597,Smoothie,4,4,16,Digital Wallet,In-Store,2023-10-17,TXN,9918597
Txn_3460926,Juice,3,3,9,Digital Wallet,Takeaway,2023-03-25,TXN,3460926
Txn_2671272,Smoothie,1,4,4,Digital Wallet,Not Provided,2023-02-13,TXN,2671272
Txn_8437157,Smoothie,4,4,16,Credit Card,Not Provided,2023-02-09,TXN,8437157
Txn_3401287,Not Provided,3,4,12,Cash,Not Provided,2023-02-12,TXN,3401287
Txn_7309365,Cake,2,3,6,Cash,Not Provided,2023-08-31,TXN,7309365
Txn_2175096,Not Provided,1,1.5,1.5,Not Provided,In-Store,2023-02-25,TXN,2175096
Txn_8872997,Sandwich,4,4,16,Credit Card,In-Store,2023-01-31,TXN,8872997
Txn_8425085,Juice,1,3,3,Credit Card,Not Provided,2023-12-23,TXN,8425085
Txn_3237919,Sandwich,1,4,4,Not Provided,Not Provided,2023-02-04,TXN,3237919
Txn_4713643,Coffee,5,2,10,Not Provided,Not Provided,2023-08-10,TXN,4713643
Txn_4806003,Cookie,5,1,5,Credit Card,Not Provided,2023-08-06,TXN,4806003
Txn_9089797,Coffee,1,2,2,Credit Card,Takeaway,2023-09-19,TXN,9089797
Txn_5449092,Juice,4,3,12,Not Provided,Not Provided,2023-06-11,TXN,5449092
Txn_6097144,Juice,5,3,15,Not Provided,Takeaway,2023-01-27,TXN,6097144
Txn_6483589,Juice,3,3,9,Digital Wallet,Not Provided,2023-10-13,TXN,6483589
Txn_8516055,Not Provided,5,4,20,Credit Card,Takeaway,2023-04-17,TXN,8516055
Txn_5430694,Salad,3,5,25,Not Provided,Not Provided,2023-08-24,TXN,5430694
Txn_3024493,Smoothie,1,4,4,Credit Card,In-Store,Date Not Recorded,TXN,3024493
Txn_2078232,Tea,1,1.5,1.5,Not Provided,Not Provided,2023-06-11,TXN,2078232
Txn_7551689,Cookie,5,1,5,Cash,Not Provided,2023-09-16,TXN,7551689
Txn_8408103,Sandwich,5,4,,Not Provided,Takeaway,2023-06-01,TXN,8408103
Txn_5862795,Salad,2,5,10,Digital Wallet,Not Provided,2023-02-25,TXN,5862795
Txn_9348801,Cake,1,3,3,Not Provided,Not Provided,2023-11-29,TXN,9348801
Txn_8688565,Smoothie,5,4,20,Digital Wallet,Not Provided,2023-05-23,TXN,8688565
Txn_3067195,Salad,3,5,15,Cash,Not Provided,2023-12-03,TXN,3067195
Txn_2710603,Smoothie,5,4,20,Not Provided,Takeaway,2023-02-02,TXN,2710603
Txn_8978004,Coffee,2,2,4,Digital Wallet,In-Store,2023-04-01,TXN,8978004
Txn_9679889,Sandwich,3,4,12,Credit Card,In-Store,2023-06-18,TXN,9679889
Txn_9818163,Tea,2,1.5,3,Digital Wallet,Not Provided,2023-10-23,TXN,9818163
Txn_7010020,Cake,5,3,15,Not Provided,In-Store,2023-08-07,TXN,7010020
Txn_1712662,Juice,2,3,6,Cash,Not Provided,2023-05-31,TXN,1712662
Txn_4077799,Cake,4,3,12,Digital Wallet,Takeaway,2023-08-12,TXN,4077799
Txn_8225571,Tea,4,1.5,6,Digital Wallet,Not Provided,2023-01-17,TXN,8225571
Txn_3103520,Cake,3,3,9,Not Provided,Not Provided,2023-09-04,TXN,3103520
Txn_2084080,Cookie,4,1,4,Digital Wallet,Takeaway,2023-09-22,TXN,2084080
Txn_2740398,Cookie,4,1,4,Digital Wallet,In-Store,Date Not Recorded,TXN,2740398
Txn_8046057,Coffee,1,2,2,Credit Card,In-Store,2023-11-24,TXN,8046057
Txn_5832968,Salad,5,5,25,Not Provided,Takeaway,2023-06-05,TXN,5832968
Txn_6995665,Tea,2,1.5,3,Not Provided,Not Provided,Date Not Recorded,TXN,6995665
Txn_3752448,Cake,5,3,15,Digital Wallet,Takeaway,2023-05-16,TXN,3752448
Txn_3842881,Salad,5,5,25,Not Provided,Not Provided,2023-01-25,TXN,3842881
Txn_4060160,Coffee,4,2,8,Not Provided,In-Store,2023-07-05,TXN,4060160
Txn_3847405,Sandwich,1,4,4,Digital Wallet,Takeaway,2023-06-15,TXN,3847405
Txn_5103644,Cake,4,3,12,Credit Card,Takeaway,2023-04-17,TXN,5103644
Txn_6846020,Juice,5,3,15,Not Provided,Takeaway,2023-05-03,TXN,6846020
Txn_7763764,Cookie,2,1,2,Not Provided,In-Store,Date Not Recorded,TXN,7763764
Txn_4758849,Cake,2,3,6,Not Provided,Not Provided,2023-06-23,TXN,4758849
Txn_1034651,Sandwich,3,4,12,Not Provided,Takeaway,2023-07-06,TXN,1034651
Txn_4128921,Salad,4,5,20,Not Provided,Takeaway,2023-09-11,TXN,4128921
Txn_8925566,Tea,2,1.5,3,Digital Wallet,In-Store,2023-08-07,TXN,8925566
Txn_1679800,Smoothie,4,4,16,Cash,In-Store,2023-10-17,TXN,1679800
Txn_3785678,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-03-13,TXN,3785678
Txn_1056256,Cake,4,3,12,Not Provided,In-Store,2023-12-04,TXN,1056256
Txn_8712303,Not Provided,2,3,6,Credit Card,Takeaway,2023-08-14,TXN,8712303
Txn_2289122,Smoothie,4,4,16,Cash,In-Store,2023-08-20,TXN,2289122
Txn_2988434,Juice,1,3,3,Digital Wallet,In-Store,2023-12-09,TXN,2988434
Txn_1197536,Salad,3,5,15,Not Provided,Takeaway,2023-10-02,TXN,1197536
Txn_7327362,Coffee,5,2,10,Credit Card,In-Store,2023-06-29,TXN,7327362
Txn_5628251,Cake,4,3,12,Credit Card,Not Provided,2023-11-14,TXN,5628251
Txn_2687748,Juice,3,3,9,Not Provided,Takeaway,2023-02-26,TXN,2687748
Txn_8309656,Sandwich,3,4,12,Not Provided,Takeaway,2023-01-04,TXN,8309656
Txn_7597276,Smoothie,4,4,16,Digital Wallet,Not Provided,2023-05-01,TXN,7597276
Txn_4360906,Sandwich,2,4,8,Not Provided,In-Store,2023-06-11,TXN,4360906
Txn_6000890,Coffee,3,2,6,Digital Wallet,In-Store,2023-01-06,TXN,6000890
Txn_8917565,Coffee,1,2,2,Cash,Not Provided,2023-11-19,TXN,8917565
Txn_6264113,Coffee,4,2,8,Not Provided,Not Provided,2023-12-02,TXN,6264113
Txn_3603434,Coffee,5,2,10,Not Provided,In-Store,2023-01-05,TXN,3603434
Txn_7976129,Cake,3,3,9,Not Provided,In-Store,2023-03-03,TXN,7976129
Txn_7420434,Coffee,4,2,8,Credit Card,Takeaway,2023-07-16,TXN,7420434
Txn_5818852,Juice,2,3,6,Not Provided,Not Provided,2023-03-04,TXN,5818852
Txn_9976598,Juice,4,3,12,Not Provided,Takeaway,2023-01-10,TXN,9976598
Txn_1556046,Sandwich,4,4,16,Credit Card,Takeaway,2023-04-09,TXN,1556046
Txn_7129511,Coffee,5,2,10,Cash,Takeaway,2023-10-29,TXN,7129511
Txn_6324434,Coffee,4,2,8,Cash,Takeaway,2023-12-04,TXN,6324434
Txn_2380352,Tea,3,1.5,4.5,Digital Wallet,Not Provided,2023-11-03,TXN,2380352
Txn_6455325,Juice,4,3,12,Credit Card,In-Store,2023-01-05,TXN,6455325
Txn_6682253,Tea,5,1.5,7.5,Cash,In-Store,2023-02-17,TXN,6682253
Txn_8220657,Not Provided,2,1.5,3,Cash,Not Provided,2023-08-13,TXN,8220657
Txn_7819240,Smoothie,5,4,20,Cash,In-Store,2023-03-06,TXN,7819240
Txn_4451380,Cookie,3,1,3,Digital Wallet,In-Store,2023-07-10,TXN,4451380
Txn_2482298,Salad,2,5,10,Not Provided,Takeaway,2023-06-15,TXN,2482298
Txn_2606750,Tea,3,1.5,4.5,Cash,Not Provided,2023-06-20,TXN,2606750
Txn_4493874,Cookie,5,1,,Not Provided,In-Store,2023-11-19,TXN,4493874
Txn_2705302,Salad,2,5,10,Credit Card,Not Provided,2023-01-18,TXN,2705302
Txn_3706167,Sandwich,5,4,20,Digital Wallet,Takeaway,2023-10-02,TXN,3706167
Txn_7414587,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-22,TXN,7414587
Txn_3360649,Cookie,2,1,2,Not Provided,Takeaway,2023-09-10,TXN,3360649
Txn_6132245,Salad,2,5,10,Digital Wallet,Not Provided,2023-06-01,TXN,6132245
Txn_2633322,Salad,4,5,20,Digital Wallet,Not Provided,2023-01-15,TXN,2633322
Txn_9910333,Cake,2,3,6,Not Provided,In-Store,2023-09-15,TXN,9910333
Txn_7321479,Cake,1,3,3,Not Provided,Not Provided,2023-10-31,TXN,7321479
Txn_4315166,Sandwich,2,4,8,Digital Wallet,Takeaway,2023-06-10,TXN,4315166
Txn_7843112,Cookie,4,1,4,Not Provided,Not Provided,2023-01-25,TXN,7843112
Txn_2879791,Sandwich,1,4,4,Not Provided,Not Provided,2023-07-10,TXN,2879791
Txn_2503128,Cake,1,3,3,Cash,In-Store,2023-01-12,TXN,2503128
Txn_3091574,Cookie,5,1,5,Not Provided,In-Store,2023-07-29,TXN,3091574
Txn_2371763,Sandwich,4,4,16,Cash,Not Provided,2023-05-17,TXN,2371763
Txn_5726114,Smoothie,3,4,12,Digital Wallet,Takeaway,2023-07-14,TXN,5726114
Txn_1079844,Salad,2,5,10,Digital Wallet,Not Provided,2023-10-27,TXN,1079844
Txn_8726097,Tea,1,1.5,1.5,Digital Wallet,Takeaway,Date Not Recorded,TXN,8726097
Txn_1633337,Salad,5,5,25,Credit Card,Not Provided,2023-06-29,TXN,1633337
Txn_5222176,Cookie,4,1,4,Not Provided,In-Store,2023-01-11,TXN,5222176
Txn_7480940,Coffee,2,2,4,Cash,In-Store,2023-01-25,TXN,7480940
Txn_2437508,Salad,2,5,10,Not Provided,Takeaway,2023-11-20,TXN,2437508
Txn_7445500,Salad,4,5,20,Cash,In-Store,Date Not Recorded,TXN,7445500
Txn_5036614,Smoothie,4,4,16,Digital Wallet,In-Store,2023-10-10,TXN,5036614
Txn_9731164,Salad,1,5,5,Cash,Not Provided,2023-12-07,TXN,9731164
Txn_1417291,Juice,4,3,12,Digital Wallet,In-Store,2023-05-11,TXN,1417291
Txn_9792093,Sandwich,1,4,4,Not Provided,In-Store,2023-09-28,TXN,9792093
Txn_9989239,Tea,5,1.5,7.5,Not Provided,In-Store,2023-04-28,TXN,9989239
Txn_6055570,Tea,3,1.5,4.5,Cash,Not Provided,2023-02-06,TXN,6055570
Txn_1231531,Coffee,5,2,10,Digital Wallet,In-Store,2023-07-24,TXN,1231531
Txn_8843108,Juice,5,3,15,Not Provided,Not Provided,2023-07-18,TXN,8843108
Txn_4643305,Cookie,4,1,4,Not Provided,Takeaway,2023-04-12,TXN,4643305
Txn_8754977,Sandwich,3,4,12,Digital Wallet,In-Store,2023-10-24,TXN,8754977
Txn_2052060,Sandwich,3,4,12,Cash,Takeaway,2023-11-07,TXN,2052060
Txn_1275124,Coffee,3,2,6,Not Provided,Not Provided,2023-06-21,TXN,1275124
Txn_3534536,Coffee,1,2,2,Credit Card,Not Provided,2023-02-02,TXN,3534536
Txn_1779679,Coffee,5,2,10,Not Provided,In-Store,2023-01-06,TXN,1779679
Txn_4583908,Sandwich,3,4,4,Digital Wallet,Not Provided,2023-06-04,TXN,4583908
Txn_6379692,Cookie,5,1,5,Digital Wallet,Takeaway,2023-11-05,TXN,6379692
Txn_3999862,Tea,4,1.5,6,Not Provided,In-Store,2023-07-11,TXN,3999862
Txn_7694326,Coffee,5,2,10,Not Provided,Not Provided,2023-02-19,TXN,7694326
Txn_1171080,Sandwich,3,4,12,Credit Card,Not Provided,2023-07-29,TXN,1171080
Txn_5658895,Juice,3,3,6,Cash,Not Provided,2023-09-21,TXN,5658895
Txn_7704680,Not Provided,2,5,10,Credit Card,Not Provided,2023-08-06,TXN,7704680
Txn_6395070,Smoothie,4,4,16,Credit Card,Not Provided,2023-12-10,TXN,6395070
Txn_9576454,Juice,1,3,3,Credit Card,In-Store,2023-09-23,TXN,9576454
Txn_7907259,Cake,1,3,3,Digital Wallet,Takeaway,2023-10-19,TXN,7907259
Txn_4487345,Sandwich,3,4,12,Not Provided,In-Store,2023-05-10,TXN,4487345
Txn_5929341,Juice,2,3,6,Not Provided,Takeaway,2023-05-12,TXN,5929341
Txn_6021173,Juice,5,3,15,Cash,Takeaway,2023-12-16,TXN,6021173
Txn_6272473,Coffee,4,2,8,Cash,Takeaway,2023-03-06,TXN,6272473
Txn_5243032,Cookie,1,1,1,Cash,Takeaway,2023-08-24,TXN,5243032
Txn_5863411,Cookie,3,1,,Digital Wallet,In-Store,2023-09-21,TXN,5863411
Txn_4087571,Cookie,2,1,2,Not Provided,Not Provided,2023-11-24,TXN,4087571
Txn_7680197,Cookie,5,1,5,Cash,Takeaway,2023-09-23,TXN,7680197
Txn_8773639,Coffee,3,2,6,Digital Wallet,Takeaway,2023-02-20,TXN,8773639
Txn_5960979,Coffee,5,2,10,Digital Wallet,In-Store,2023-05-03,TXN,5960979
Txn_7894534,Tea,3,1.5,4.5,Credit Card,In-Store,2023-03-16,TXN,7894534
Txn_4890770,Coffee,4,2,8,Not Provided,Takeaway,2023-10-12,TXN,4890770
Txn_6079741,Cookie,3,1,4,Not Provided,Takeaway,2023-01-02,TXN,6079741
Txn_4612930,Juice,2,3,6,Not Provided,Not Provided,2023-08-13,TXN,4612930
Txn_1124311,Cookie,1,1,1,Cash,Not Provided,2023-05-05,TXN,1124311
Txn_6380636,Coffee,5,2,10,Not Provided,Not Provided,2023-01-10,TXN,6380636
Txn_5720183,Cookie,5,1,5,Credit Card,Takeaway,2023-05-30,TXN,5720183
Txn_6382322,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-12-14,TXN,6382322
Txn_8119542,Not Provided,2,1,2,Digital Wallet,Not Provided,2023-12-12,TXN,8119542
Txn_1674042,Coffee,5,2,10,Digital Wallet,Not Provided,2023-09-19,TXN,1674042
Txn_8398809,Tea,2,1.5,3,Not Provided,Takeaway,2023-11-25,TXN,8398809
Txn_7728415,Tea,5,1.5,7.5,Credit Card,In-Store,2023-12-28,TXN,7728415
Txn_5285171,Sandwich,5,4,20,Cash,Takeaway,2023-12-11,TXN,5285171
Txn_2527007,Smoothie,1,4,4,Digital Wallet,Not Provided,2023-10-22,TXN,2527007
Txn_8331542,Salad,4,5,20,Not Provided,In-Store,2023-12-23,TXN,8331542
Txn_2999220,Smoothie,4,4,16,Digital Wallet,Takeaway,2023-02-23,TXN,2999220
Txn_5108188,Cake,2,3,6,Not Provided,Not Provided,2023-08-25,TXN,5108188
Txn_6680963,Sandwich,2,4,8,Credit Card,Takeaway,2023-08-01,TXN,6680963
Txn_2308317,Coffee,2,2,4,Digital Wallet,Takeaway,2023-11-13,TXN,2308317
Txn_8811902,Tea,5,1.5,7.5,Credit Card,Not Provided,2023-08-07,TXN,8811902
Txn_7349134,Not Provided,1,4,4,Credit Card,In-Store,2023-05-28,TXN,7349134
Txn_1467546,Cookie,3,1,3,Not Provided,Takeaway,2023-07-20,TXN,1467546
Txn_2276722,Salad,2,5,10,Cash,Takeaway,2023-12-21,TXN,2276722
Txn_2519044,Salad,5,5,25,Digital Wallet,Takeaway,2023-05-20,TXN,2519044
Txn_2851147,Salad,2,5,10,Digital Wallet,In-Store,2023-06-24,TXN,2851147
Txn_3349404,Coffee,3,2,6,Digital Wallet,Not Provided,2023-01-31,TXN,3349404
Txn_7939011,Juice,5,3,15,Not Provided,In-Store,2023-04-07,TXN,7939011
Txn_3877580,Salad,2,5,10,Digital Wallet,Not Provided,2023-05-30,TXN,3877580
Txn_5220523,Juice,3,3,9,Cash,Takeaway,2023-01-30,TXN,5220523
Txn_5934526,Coffee,5,2,10,Credit Card,In-Store,2023-05-27,TXN,5934526
Txn_8935939,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-03-27,TXN,8935939
Txn_3586935,Salad,5,5,25,Cash,Not Provided,2023-05-21,TXN,3586935
Txn_1781777,Salad,3,5,15,Credit Card,Takeaway,2023-10-26,TXN,1781777
Txn_6461461,Juice,1,3,3,Not Provided,In-Store,Date Not Recorded,TXN,6461461
Txn_1707251,Sandwich,2,4,8,Digital Wallet,Takeaway,2023-10-06,TXN,1707251
Txn_4493878,Coffee,5,2,10,Credit Card,In-Store,2023-03-11,TXN,4493878
Txn_2446874,Juice,4,3,12,Credit Card,Not Provided,2023-07-22,TXN,2446874
Txn_5747859,Cake,1,3,3,Credit Card,Takeaway,2023-03-13,TXN,5747859
Txn_8172333,Cookie,4,1,4,Credit Card,Not Provided,2023-12-25,TXN,8172333
Txn_8600523,Tea,3,1.5,4.5,Not Provided,Not Provided,2023-12-29,TXN,8600523
Txn_7471753,Smoothie,3,4,20,Cash,In-Store,2023-03-13,TXN,7471753
Txn_3884527,Sandwich,1,4,4,Digital Wallet,In-Store,2023-06-06,TXN,3884527
Txn_9072517,Smoothie,2,4,8,Credit Card,Takeaway,2023-01-09,TXN,9072517
Txn_4378200,Tea,5,1.5,7.5,Credit Card,In-Store,2023-09-04,TXN,4378200
Txn_3918998,Coffee,5,2,10,Digital Wallet,Takeaway,2023-12-18,TXN,3918998
Txn_7674694,Tea,2,1.5,3,Not Provided,Not Provided,2023-03-30,TXN,7674694
Txn_3875049,Tea,2,1.5,3,Digital Wallet,Takeaway,2023-09-15,TXN,3875049
Txn_5400266,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-06-14,TXN,5400266
